Concelho,Tipo de Serviço,Ano,Semestre,Ordens Serviço Realizadas (#)
Caminha,Redução de Potência Contratada,2024,1,167
Caminha,Reposição de Potência Contratada,2022,1,80
Caminha,Reposição de Potência Contratada,2022,2,170
Caminha,Reposição de Potência Contratada,2023,1,329
Caminha,Reposição de Potência Contratada,2023,2,401
Caminha,Reposição de Potência Contratada,2024,1,125
Caminha,Servico Alteração Contractual,2022,1,67
Caminha,Servico Alteração Contractual,2022,2,197
Caminha,Servico Alteração Contractual,2023,1,254
Caminha,Servico Alteração Contractual,2023,2,336
Caminha,Servico Alteração Contractual,2024,1,139
Caminha,Serviço de Corte e Re-Ligação,2022,1,37
Caminha,Serviço de Corte e Re-Ligação,2022,2,104
Caminha,Serviço de Corte e Re-Ligação,2023,1,137
Caminha,Serviço de Corte e Re-Ligação,2023,2,160
Caminha,Serviço de Corte e Re-Ligação,2024,1,58
Campo Maior,Configuração de EMI,2022,1,6
Campo Maior,Configuração de EMI,2022,2,180
Campo Maior,Configuração de EMI,2023,1,192
Campo Maior,Configuração de EMI,2023,2,16
Campo Maior,Configuração de EMI,2024,1,5
Campo Maior,Outros,2022,2,1
Campo Maior,Outros,2023,1,1
Campo Maior,REMOTE_ICP_CONFIGURATION,2022,2,7
Campo Maior,REMOTE_ICP_CONFIGURATION,2023,1,7
Campo Maior,REMOTE_ICP_CONFIGURATION,2023,2,3
Campo Maior,REMOTE_ICP_CONFIGURATION,2024,1,1
Campo Maior,Redução de Potência Contratada,2022,1,169
Campo Maior,Redução de Potência Contratada,2022,2,303
Campo Maior,Redução de Potência Contratada,2023,1,349
Campo Maior,Redução de Potência Contratada,2023,2,347
Campo Maior,Redução de Potência Contratada,2024,1,144
Campo Maior,Reposição de Potência Contratada,2022,1,138
Campo Maior,Reposição de Potência Contratada,2022,2,267
Campo Maior,Reposição de Potência Contratada,2023,1,279
Campo Maior,Reposição de Potência Contratada,2023,2,290
Campo Maior,Reposição de Potência Contratada,2024,1,106
Campo Maior,Servico Alteração Contractual,2022,1,79
Campo Maior,Servico Alteração Contractual,2022,2,117
Campo Maior,Servico Alteração Contractual,2023,1,137
Campo Maior,Servico Alteração Contractual,2023,2,125
Campo Maior,Servico Alteração Contractual,2024,1,41
Campo Maior,Serviço de Corte e Re-Ligação,2022,1,48
Campo Maior,Serviço de Corte e Re-Ligação,2022,2,99
Campo Maior,Serviço de Corte e Re-Ligação,2023,1,96
Campo Maior,Serviço de Corte e Re-Ligação,2023,2,76
Campo Maior,Serviço de Corte e Re-Ligação,2024,1,33
Cantanhede,Configuração de EMI,2022,1,52
Cantanhede,Configuração de EMI,2022,2,468
Cantanhede,Configuração de EMI,2023,1,1326
Cantanhede,Configuração de EMI,2023,2,107
Cantanhede,Configuração de EMI,2024,1,21
Cantanhede,Outros,2022,2,1
Cantanhede,REMOTE_ICP_CONFIGURATION,2022,2,11
Cantanhede,REMOTE_ICP_CONFIGURATION,2023,1,16
Cantanhede,REMOTE_ICP_CONFIGURATION,2023,2,23
Cantanhede,REMOTE_ICP_CONFIGURATION,2024,1,3
Cantanhede,Redução de Potência Contratada,2022,1,300
Cantanhede,Redução de Potência Contratada,2022,2,484
Cantanhede,Redução de Potência Contratada,2023,1,631
Cantanhede,Redução de Potência Contratada,2023,2,696
Cantanhede,Redução de Potência Contratada,2024,1,257
Cantanhede,Reposição de Potência Contratada,2022,1,248
Cantanhede,Reposição de Potência Contratada,2022,2,441
Cantanhede,Reposição de Potência Contratada,2023,1,541
Cantanhede,Reposição de Potência Contratada,2023,2,574
Cantanhede,Reposição de Potência Contratada,2024,1,174
Cantanhede,Servico Alteração Contractual,2022,1,222
Cantanhede,Servico Alteração Contractual,2022,2,368
Cantanhede,Servico Alteração Contractual,2023,1,353
Cantanhede,Servico Alteração Contractual,2023,2,537
Cantanhede,Servico Alteração Contractual,2024,1,149
Cantanhede,Serviço de Corte e Re-Ligação,2022,1,96
Cantanhede,Serviço de Corte e Re-Ligação,2022,2,146
Cantanhede,Serviço de Corte e Re-Ligação,2023,1,186
Cantanhede,Serviço de Corte e Re-Ligação,2023,2,180
Cantanhede,Serviço de Corte e Re-Ligação,2024,1,56
Carrazeda de Ansiães,Configuração de EMI,2022,1,6
Carrazeda de Ansiães,Configuração de EMI,2022,2,456
Carrazeda de Ansiães,Configuração de EMI,2023,1,513
Carrazeda de Ansiães,Configuração de EMI,2023,2,14
Carrazeda de Ansiães,Configuração de EMI,2024,1,5
Carrazeda de Ansiães,Outros,2023,2,1
Carrazeda de Ansiães,REMOTE_ICP_CONFIGURATION,2022,2,1
Carrazeda de Ansiães,REMOTE_ICP_CONFIGURATION,2023,1,15
Carrazeda de Ansiães,REMOTE_ICP_CONFIGURATION,2023,2,7
Carrazeda de Ansiães,Redução de Potência Contratada,2022,1,70
Carrazeda de Ansiães,Redução de Potência Contratada,2022,2,126
Carrazeda de Ansiães,Redução de Potência Contratada,2023,1,134
Carrazeda de Ansiães,Redução de Potência Contratada,2023,2,145
Carrazeda de Ansiães,Redução de Potência Contratada,2024,1,55
Carrazeda de Ansiães,Reposição de Potência Contratada,2022,1,69
Carrazeda de Ansiães,Reposição de Potência Contratada,2022,2,110
Carrazeda de Ansiães,Reposição de Potência Contratada,2023,1,112
Carrazeda de Ansiães,Reposição de Potência Contratada,2023,2,107
Carrazeda de Ansiães,Reposição de Potência Contratada,2024,1,43
Carrazeda de Ansiães,Servico Alteração Contractual,2022,1,25
Carrazeda de Ansiães,Servico Alteração Contractual,2022,2,93
Carrazeda de Ansiães,Servico Alteração Contractual,2023,1,92
Carrazeda de Ansiães,Servico Alteração Contractual,2023,2,98
Carrazeda de Ansiães,Servico Alteração Contractual,2024,1,27
Carrazeda de Ansiães,Serviço de Corte e Re-Ligação,2022,1,25
Carrazeda de Ansiães,Serviço de Corte e Re-Ligação,2022,2,50
Carrazeda de Ansiães,Serviço de Corte e Re-Ligação,2023,1,82
Carrazeda de Ansiães,Serviço de Corte e Re-Ligação,2023,2,77
Carrazeda de Ansiães,Serviço de Corte e Re-Ligação,2024,1,35
Carregal do Sal,Configuração de EMI,2022,1,16
Carregal do Sal,Configuração de EMI,2022,2,136
Carregal do Sal,Configuração de EMI,2023,1,625
Carregal do Sal,Configuração de EMI,2023,2,37
Carregal do Sal,Configuração de EMI,2024,1,10
Carregal do Sal,Outros,2022,1,1
Carregal do Sal,Outros,2023,1,3
Carregal do Sal,REMOTE_ICP_CONFIGURATION,2022,2,3
Carregal do Sal,REMOTE_ICP_CONFIGURATION,2023,1,8
Carregal do Sal,REMOTE_ICP_CONFIGURATION,2023,2,6
Carregal do Sal,Redução de Potência Contratada,2022,1,99
Carregal do Sal,Redução de Potência Contratada,2022,2,200
Carregal do Sal,Redução de Potência Contratada,2023,1,219
Carregal do Sal,Redução de Potência Contratada,2023,2,220
Carregal do Sal,Redução de Potência Contratada,2024,1,77
Carregal do Sal,Reposição de Potência Contratada,2022,1,84
Carregal do Sal,Reposição de Potência Contratada,2022,2,174
Carregal do Sal,Reposição de Potência Contratada,2023,1,196
Carregal do Sal,Reposição de Potência Contratada,2023,2,178
Carregal do Sal,Reposição de Potência Contratada,2024,1,65
Carregal do Sal,Servico Alteração Contractual,2022,1,58
Carregal do Sal,Servico Alteração Contractual,2022,2,103
Carregal do Sal,Servico Alteração Contractual,2023,1,116
Carregal do Sal,Servico Alteração Contractual,2023,2,141
Carregal do Sal,Servico Alteração Contractual,2024,1,51
Carregal do Sal,Serviço de Corte e Re-Ligação,2022,1,28
Carregal do Sal,Serviço de Corte e Re-Ligação,2022,2,49
Carregal do Sal,Serviço de Corte e Re-Ligação,2023,1,77
Carregal do Sal,Serviço de Corte e Re-Ligação,2023,2,69
Carregal do Sal,Serviço de Corte e Re-Ligação,2024,1,21
Cartaxo,Configuração de EMI,2022,1,17
Cartaxo,Configuração de EMI,2022,2,343
Cartaxo,Configuração de EMI,2023,1,941
Cartaxo,Configuração de EMI,2023,2,47
Cartaxo,Configuração de EMI,2024,1,13
Cartaxo,Outros,2022,2,1
Cartaxo,REMOTE_ICP_CONFIGURATION,2022,2,2
Cartaxo,REMOTE_ICP_CONFIGURATION,2023,1,11
Cartaxo,REMOTE_ICP_CONFIGURATION,2023,2,14
Cartaxo,Redução de Potência Contratada,2022,1,360
Cartaxo,Redução de Potência Contratada,2022,2,606
Cartaxo,Redução de Potência Contratada,2023,1,813
Cartaxo,Redução de Potência Contratada,2023,2,729
Cartaxo,Redução de Potência Contratada,2024,1,289
Cartaxo,Reposição de Potência Contratada,2022,1,304
Cartaxo,Reposição de Potência Contratada,2022,2,557
Cartaxo,Reposição de Potência Contratada,2023,1,685
Cartaxo,Reposição de Potência Contratada,2023,2,630
Cartaxo,Reposição de Potência Contratada,2024,1,242
Cartaxo,Servico Alteração Contractual,2022,1,162
Cartaxo,Servico Alteração Contractual,2022,2,337
Cartaxo,Servico Alteração Contractual,2023,1,416
Cartaxo,Servico Alteração Contractual,2023,2,395
Cartaxo,Servico Alteração Contractual,2024,1,165
Cartaxo,Serviço de Corte e Re-Ligação,2022,1,121
Cartaxo,Serviço de Corte e Re-Ligação,2022,2,151
Cartaxo,Serviço de Corte e Re-Ligação,2023,1,196
Cartaxo,Serviço de Corte e Re-Ligação,2023,2,190
Cartaxo,Serviço de Corte e Re-Ligação,2024,1,52
Cascais,Configuração de EMI,2022,1,203
Cascais,Configuração de EMI,2022,2,3531
Cascais,Configuração de EMI,2023,1,8785
Cascais,Configuração de EMI,2023,2,302
Cascais,Configuração de EMI,2024,1,69
Cascais,Outros,2022,1,8
Cascais,Outros,2022,2,11
Cascais,Outros,2023,1,7
Cascais,Outros,2023,2,3
Cascais,Outros,2024,1,1
Cascais,REMOTE_ICP_CONFIGURATION,2022,1,1
Cascais,REMOTE_ICP_CONFIGURATION,2022,2,94
Cascais,REMOTE_ICP_CONFIGURATION,2023,1,617
Cascais,REMOTE_ICP_CONFIGURATION,2023,2,120
Cascais,REMOTE_ICP_CONFIGURATION,2024,1,3
Cascais,Redução de Potência Contratada,2022,1,2339
Cascais,Redução de Potência Contratada,2022,2,3860
Cascais,Redução de Potência Contratada,2023,1,5422
Cascais,Redução de Potência Contratada,2023,2,5354
Cascais,Redução de Potência Contratada,2024,1,2115
Cascais,Reposição de Potência Contratada,2022,1,1979
Cascais,Reposição de Potência Contratada,2022,2,3241
Cascais,Reposição de Potência Contratada,2023,1,4282
Cascais,Reposição de Potência Contratada,2023,2,4178
Cascais,Reposição de Potência Contratada,2024,1,1531
Cascais,Servico Alteração Contractual,2022,1,1865
Cascais,Servico Alteração Contractual,2022,2,3191
Cascais,Servico Alteração Contractual,2023,1,3789
Cascais,Servico Alteração Contractual,2023,2,3614
Cascais,Servico Alteração Contractual,2024,1,1381
Cascais,Serviço de Corte e Re-Ligação,2022,1,1098
Cascais,Serviço de Corte e Re-Ligação,2022,2,1500
Cascais,Serviço de Corte e Re-Ligação,2023,1,2044
Cascais,Serviço de Corte e Re-Ligação,2023,2,1612
Cascais,Serviço de Corte e Re-Ligação,2024,1,318
Castanheira de Pêra,Configuração de EMI,2022,1,6
Castanheira de Pêra,Configuração de EMI,2022,2,123
Castanheira de Pêra,Configuração de EMI,2023,1,181
Castanheira de Pêra,Configuração de EMI,2023,2,3
Castanheira de Pêra,REMOTE_ICP_CONFIGURATION,2022,2,2
Castanheira de Pêra,REMOTE_ICP_CONFIGURATION,2023,1,3
Castanheira de Pêra,REMOTE_ICP_CONFIGURATION,2023,2,2
Castanheira de Pêra,REMOTE_ICP_CONFIGURATION,2024,1,1
Castanheira de Pêra,Redução de Potência Contratada,2022,1,29
Castanheira de Pêra,Redução de Potência Contratada,2022,2,86
Castanheira de Pêra,Redução de Potência Contratada,2023,1,99
Castanheira de Pêra,Redução de Potência Contratada,2023,2,119
Castanheira de Pêra,Redução de Potência Contratada,2024,1,44
Castanheira de Pêra,Reposição de Potência Contratada,2022,1,21
Castanheira de Pêra,Reposição de Potência Contratada,2022,2,70
Castanheira de Pêra,Reposição de Potência Contratada,2023,1,82
Castanheira de Pêra,Reposição de Potência Contratada,2023,2,94
Castanheira de Pêra,Reposição de Potência Contratada,2024,1,36
Castanheira de Pêra,Servico Alteração Contractual,2022,1,26
Castanheira de Pêra,Servico Alteração Contractual,2022,2,43
Castanheira de Pêra,Servico Alteração Contractual,2023,1,55
Castanheira de Pêra,Servico Alteração Contractual,2023,2,54
Castanheira de Pêra,Servico Alteração Contractual,2024,1,24
Castanheira de Pêra,Serviço de Corte e Re-Ligação,2022,1,21
Castanheira de Pêra,Serviço de Corte e Re-Ligação,2022,2,33
Castanheira de Pêra,Serviço de Corte e Re-Ligação,2023,1,48
Castanheira de Pêra,Serviço de Corte e Re-Ligação,2023,2,36
Castanheira de Pêra,Serviço de Corte e Re-Ligação,2024,1,7
Castelo Branco,Configuração de EMI,2022,1,52
Castelo Branco,Configuração de EMI,2022,2,1070
Castelo Branco,Configuração de EMI,2023,1,2545
Castelo Branco,Configuração de EMI,2023,2,125
Castelo Branco,Configuração de EMI,2024,1,29
Castelo Branco,Outros,2022,2,2
Castelo Branco,Outros,2023,1,1
Castelo Branco,Outros,2023,2,2
Castelo Branco,Outros,2024,1,1
Castelo Branco,REMOTE_ICP_CONFIGURATION,2022,2,3
Castelo Branco,REMOTE_ICP_CONFIGURATION,2023,1,12
Castelo Branco,REMOTE_ICP_CONFIGURATION,2023,2,48
Castelo Branco,REMOTE_ICP_CONFIGURATION,2024,1,4
Castelo Branco,Redução de Potência Contratada,2022,1,837
Castelo Branco,Redução de Potência Contratada,2022,2,1522
Castelo Branco,Redução de Potência Contratada,2023,1,1665
Castelo Branco,Redução de Potência Contratada,2023,2,1602
Castelo Branco,Redução de Potência Contratada,2024,1,535
Castelo Branco,Reposição de Potência Contratada,2022,1,621
Castelo Branco,Reposição de Potência Contratada,2022,2,1145
Castelo Branco,Reposição de Potência Contratada,2023,1,1306
Castelo Branco,Reposição de Potência Contratada,2023,2,1232
Castelo Branco,Reposição de Potência Contratada,2024,1,363
Castelo Branco,Servico Alteração Contractual,2022,1,443
Castelo Branco,Servico Alteração Contractual,2022,2,1034
Castelo Branco,Servico Alteração Contractual,2023,1,914
Castelo Branco,Servico Alteração Contractual,2023,2,1006
Castelo Branco,Servico Alteração Contractual,2024,1,427
Castelo Branco,Serviço de Corte e Re-Ligação,2022,1,269
Castelo Branco,Serviço de Corte e Re-Ligação,2022,2,381
Castelo Branco,Serviço de Corte e Re-Ligação,2023,1,455
Castelo Branco,Serviço de Corte e Re-Ligação,2023,2,386
Castelo Branco,Serviço de Corte e Re-Ligação,2024,1,95
Castelo de Paiva,Configuração de EMI,2022,1,17
Castelo de Paiva,Configuração de EMI,2022,2,465
Castelo de Paiva,Configuração de EMI,2023,1,610
Castelo de Paiva,Configuração de EMI,2023,2,40
Castelo de Paiva,Configuração de EMI,2024,1,9
Castelo de Paiva,Outros,2022,2,1
Castelo de Paiva,REMOTE_ICP_CONFIGURATION,2022,2,1
Castelo de Paiva,REMOTE_ICP_CONFIGURATION,2023,1,8
Castelo de Paiva,REMOTE_ICP_CONFIGURATION,2023,2,15
Castelo de Paiva,REMOTE_ICP_CONFIGURATION,2024,1,2
Castelo de Paiva,Redução de Potência Contratada,2022,1,83
Castelo de Paiva,Redução de Potência Contratada,2022,2,197
Castelo de Paiva,Redução de Potência Contratada,2023,1,269
Castelo de Paiva,Redução de Potência Contratada,2023,2,306
Castelo de Paiva,Redução de Potência Contratada,2024,1,122
Castelo de Paiva,Reposição de Potência Contratada,2022,1,68
Castelo de Paiva,Reposição de Potência Contratada,2022,2,172
Castelo de Paiva,Reposição de Potência Contratada,2023,1,239
Castelo de Paiva,Reposição de Potência Contratada,2023,2,255
Castelo de Paiva,Reposição de Potência Contratada,2024,1,83
Castelo de Paiva,Servico Alteração Contractual,2022,1,46
Castelo de Paiva,Servico Alteração Contractual,2022,2,91
Castelo de Paiva,Servico Alteração Contractual,2023,1,113
Castelo de Paiva,Servico Alteração Contractual,2023,2,169
Castelo de Paiva,Servico Alteração Contractual,2024,1,54
Castelo de Paiva,Serviço de Corte e Re-Ligação,2022,1,38
Castelo de Paiva,Serviço de Corte e Re-Ligação,2022,2,64
Castelo de Paiva,Serviço de Corte e Re-Ligação,2023,1,124
Castelo de Paiva,Serviço de Corte e Re-Ligação,2023,2,108
Castelo de Paiva,Serviço de Corte e Re-Ligação,2024,1,25
Castelo de Vide,Configuração de EMI,2022,1,12
Castelo de Vide,Configuração de EMI,2022,2,113
Castelo de Vide,Configuração de EMI,2023,1,165
Castelo de Vide,Configuração de EMI,2023,2,9
Castelo de Vide,Configuração de EMI,2024,1,2
Castelo de Vide,Outros,2022,2,1
Castelo de Vide,REMOTE_ICP_CONFIGURATION,2023,1,1
Castelo de Vide,Redução de Potência Contratada,2022,1,48
Castelo de Vide,Redução de Potência Contratada,2022,2,78
Castelo de Vide,Redução de Potência Contratada,2023,1,114
Castelo de Vide,Redução de Potência Contratada,2023,2,87
Castelo de Vide,Redução de Potência Contratada,2024,1,25
Castelo de Vide,Reposição de Potência Contratada,2022,1,46
Castelo de Vide,Reposição de Potência Contratada,2022,2,71
Castelo de Vide,Reposição de Potência Contratada,2023,1,99
Castelo de Vide,Reposição de Potência Contratada,2023,2,73
Castelo de Vide,Reposição de Potência Contratada,2024,1,13
Castelo de Vide,Servico Alteração Contractual,2022,1,19
Castelo de Vide,Servico Alteração Contractual,2022,2,60
Castelo de Vide,Servico Alteração Contractual,2023,1,61
Castelo de Vide,Servico Alteração Contractual,2023,2,46
Castelo de Vide,Servico Alteração Contractual,2024,1,11
Castelo de Vide,Serviço de Corte e Re-Ligação,2022,1,12
Castelo de Vide,Serviço de Corte e Re-Ligação,2022,2,23
Castelo de Vide,Serviço de Corte e Re-Ligação,2023,1,47
Castelo de Vide,Serviço de Corte e Re-Ligação,2023,2,30
Castelo de Vide,Serviço de Corte e Re-Ligação,2024,1,6
Castro Daire,Configuração de EMI,2022,1,14
Castro Daire,Configuração de EMI,2022,2,200
Castro Daire,Configuração de EMI,2023,1,965
Castro Daire,Configuração de EMI,2023,2,29
Castro Daire,Configuração de EMI,2024,1,6
Castro Daire,Outros,2022,1,1
Castro Daire,Outros,2023,1,1
Castro Daire,Outros,2024,1,1
Castro Daire,REMOTE_ICP_CONFIGURATION,2022,2,2
Castro Daire,REMOTE_ICP_CONFIGURATION,2023,1,16
Castro Daire,REMOTE_ICP_CONFIGURATION,2023,2,14
Castro Daire,REMOTE_ICP_CONFIGURATION,2024,1,26
Castro Daire,Redução de Potência Contratada,2022,1,82
Castro Daire,Redução de Potência Contratada,2022,2,130
Castro Daire,Redução de Potência Contratada,2023,1,188
Castro Daire,Redução de Potência Contratada,2023,2,202
Castro Daire,Redução de Potência Contratada,2024,1,59
Castro Daire,Reposição de Potência Contratada,2022,1,61
Castro Daire,Reposição de Potência Contratada,2022,2,102
Castro Daire,Reposição de Potência Contratada,2023,1,143
Castro Daire,Reposição de Potência Contratada,2023,2,155
Castro Daire,Reposição de Potência Contratada,2024,1,37
Castro Daire,Servico Alteração Contractual,2022,1,58
Castro Daire,Servico Alteração Contractual,2022,2,72
Castro Daire,Servico Alteração Contractual,2023,1,93
